"Sample ID","Bioproject ID","Biosample ID","Species","Biotic Relationship","Extreme Environment","Cell Arrangement","Cell Shape","Colony Color","Energy Source","Habitat","Oxygen","Latitude","Longitude","Elevation","Collection Method","Collection Date","Storage Method","Originating Lab","Sample Provider","GEO Location","Contact Email","Description"
"P10K-MW-000073","PRJCA017400","SAMC2820640","Coleps sp.1 P10K","Free living","Sewage plant","Singles","Ovoid-shaped","Colorless","Heterotroph","Sewage","Aerobe","NA","NA","NA","Microabsorption method","2020-05","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hubei;Wuhan","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000074","PRJCA017400","SAMC2820641","Coleps sp.6 P10K","Free living","Undefined","Singles","Ovoid-shaped","Colorless","Heterotroph","Reservoir water","Aerobe","29.43987","106.36636","208","Microabsorption method","2020-06","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Chongqing","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000075","PRJCA017400","SAMC2820642","Scuticociliatia sp. aLPN3","Free living","Undefined","Singles","Undefined","Undefined","Undefined","Fresh water","Aerobe","29.547281","106.5805","129","Microabsorption method","2020-06","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Chongqing","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000076","PRJCA017400","SAMC2820643","Coleps sp.7 P10K","Free living","Undefined","Singles","Ovoid-shaped","Colorless","Heterotroph","Mangrove water","Aerobe","22.593597","113.84331","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000077","PRJCA017400","SAMC2820644","Coleps sp.8 P10K","Free living","Undefined","Singles","Ovoid-shaped","Colorless","Heterotroph","Brackish water","Aerobe","22.522264","113.95316","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000078","PRJCA017400","SAMC2820645","Paramecium pentaurelia","Free living","Undefined","Singles","Shoe-shaped","Colorless","Heterotroph","Brackish water","Aerobe","22.522264","113.95316","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000079","PRJCA017400","SAMC2820646","Holophrya sp.1 P10K","Free living","Undefined","Singles","Ovoid-shaped","Colorless","Heterotroph","Brackish water","Aerobe","22.557281","113.861855","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000080","PRJCA017400","SAMC2820647","Vorticella sp.16 P10K","Free living","Undefined","Singles","Bell-shaped","Colorless","Heterotroph","Brackish water","Aerobe","22.557281","113.861855","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000081","PRJCA017400","SAMC2820648","Coleps sp.9 P10K","Free living","Undefined","Singles","Ovoid-shaped","Colorless","Heterotroph","Brackish water","Aerobe","22.557281","113.861855","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000082","PRJCA017400","SAMC2820649","Frontonia sp.2 P10K","Free living","Undefined","Singles","Ovoid-shaped","Colorless","Heterotroph","Moss","Aerobe","30.560556","115.72611","252.2","Microabsorption method","2020-06","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hubei;Wuhan","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000083","PRJCA017400","SAMC2820650","Urocentrum turbo strain P10K-1","Free living","High Altitude","Singles","Gyro-shaped","Colorless","Heterotroph","Fresh water","Aerobe","37.314697","101.81662","2698.91","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Qilian Mountains","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000084","PRJCA017400","SAMC2820651","Vorticella convallaria strain P10K-1","Free living","High Altitude","Singles","Bell-shaped","Colorless","Heterotroph","Fresh water","Aerobe","37.314697","101.81662","2698.91","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Qilian Mountains","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000085","PRJCA017400","SAMC2820652","Vorticellides sp.17 P10K","Free living","High Altitude","Singles","Bell-shaped","Colorless","Heterotroph","Moss","Aerobe","30.950932","92.61299","4705","Microabsorption method","2019-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Nagchu","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000086","PRJCA017400","SAMC2820653","Oligohymenophorea sp.3 P10K","Free living","High Altitude","Singles","Undefined","Undefined","Undefined","Fresh water","Aerobe","37.55253","101.84617","3482.49","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Shiyang River","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000087","PRJCA017400","SAMC2820654","Colepidae sp. bPFT4","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","37.323936","101.81423","2690.38","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Datong River","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000088","PRJCA017400","SAMC2820655","Lembadion bullinum strain P10K-1","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","37.323936","101.81423","2690.38","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Datong River","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000089","PRJCA017400","SAMC2820656","Carchesium polypinum","Free living","High Altitude","Singles","Bell-shaped","Colorless","Heterotroph","Fresh water","Aerobe","38.41609","98.67891","3898.08","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haixi;Shule River Wetland","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000090","PRJCA017400","SAMC2820657","Vorticella gracilis","Free living","High Altitude","Singles","Bell-shaped","Colorless","Heterotroph","Fresh water","Aerobe","38.843544","97.71886","3365.63","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haixi;Shule River","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000091","PRJCA017400","SAMC2820658","Colepidae sp.3 P10K","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","38.137955","96.62017","4247.33","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haixi;Qilian Mountains","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000092","PRJCA017400","SAMC2820659","Litonotus sp.1 P10K","Free living","High Altitude","Singles","Blade-shape","Colorless","Heterotroph","Saline lake","Aerobe","37.137043","100.23653","3194","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Qinghai Lake","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000093","PRJCA017400","SAMC2820660","Tetrahymena bergeri strain P10K-1","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","38.492786","99.50471","3276.32","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Heihe River Wetland","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000094","PRJCA017400","SAMC2820661","Colepidae sp.1 P10K","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","38.492786","99.50471","3276.32","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Heihe River Wetland","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000095","PRJCA017400","SAMC2820662","Coleps sp.10 P10K","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Saline lake","Aerobe","36.793728","100.36144","3152.57","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Hainan;Qinghai Lake","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000096","PRJCA017400","SAMC2820663","Vaginicola sp.2 P10K","Free living","High Altitude","Singles","Bell-shaped","Colorless","Heterotroph","Brackish water","Aerobe","36.74133","99.79114","3152.45","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Xining;Qinghai Lake","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000097","PRJCA017400","SAMC2820664","Furgasonia blochmanni strain P10K-1","Free living","Undefined","Singles","Ovoid-shaped","Colorless","Heterotroph","Moss","Aerobe","25.290833","108.07972","569.1","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guizhou","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000098","PRJCA017400","SAMC2820665","Colepidae sp. bPFT4","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","29.3796","90.82908","3592","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Lhasa;Chabalang Wetlands","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000099","PRJCA017400","SAMC2820666","Coleps sp.11 P10K","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","29.3796","90.82908","3592","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Lhasa;Chabalang Wetlands","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000100","PRJCA017400","SAMC2820667","Telotrochidium sp.2 P10K","Free living","High Altitude","Singles","Bell-shaped","Colorless","Heterotroph","Fresh water","Aerobe","29.622995","91.01672","3633","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Lhasa;Lhalu Wetland","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000101","PRJCA017400","SAMC2820668","Carchesium sp.1 P10K","Free living","High Altitude","Singles","Bell-shaped","Colorless","Heterotroph","Fresh water","Aerobe","31.57301","91.50897","4565","Microabsorption method","2020-09","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Nagchu;Co Ngoin","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000102","PRJCA017400","SAMC2820669","Opisthonecta minima strain P10K-1","Free living","Undefined","Singles","Bell-shaped","Colorless","Heterotroph","Moss","Aerobe","28.208496","112.98718","NA","Microabsorption method","2019-10","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hunan;Changsha","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000103","PRJCA017400","SAMC2820670","Vorticella sp.67 P10K","Free living","Undefined","Singles","Bell-shaped","Colorless","Heterotroph","Moss","Aerobe","NA","NA","NA","Microabsorption method","2019-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hubei;Shennongjia;Dajiu Lake Scenic Area","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000104","PRJCA017400","SAMC2820671","Tetrahymena hyperangularis","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","29.741203","91.15571","3958","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Lhasa;Lhalu Wetland","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000105","PRJCA017400","SAMC2820672","Vorticella sp.68 P10K","Free living","High Altitude","Singles","Bell-shaped","Colorless","Heterotroph","Fresh water","Aerobe","29.675444","91.10913","3650","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Lhasa;Lhalu Wetland","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000106","PRJCA017400","SAMC2820673","Pseudovorticella alani strain P10K-1","Free living","Undefined","Singles","Bell-shaped","Colorless","Heterotroph","Marine water","Aerobe","22.489279","113.93224","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000107","PRJCA017400","SAMC2820674","Pseudovorticella alani strain P10K-2","Free living","Undefined","Singles","Bell-shaped","Colorless","Heterotroph","Marine water","Aerobe","22.489279","113.93224","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000108","PRJCA017400","SAMC2820675","Tetrahymena canadensis","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","37.231","102.29491","2798.52","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Qilian Mountains","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000109","PRJCA017400","SAMC2820676","Obertrumia georgiana strain P10K-2","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","38.78924","98.403786","3328.28","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Tolle River Wetlands","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000110","PRJCA017400","SAMC2820677","Frontoniidae sp. bAcq1","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","37.328682","100.12453","3242.55","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Shaliu River","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000111","PRJCA017400","SAMC2820678","Obertrumia georgiana strain P10K-3","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Moss","Aerobe","37.15745","102.37869","2571.34","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Qilian Mountains","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000112","PRJCA017400","SAMC2820679","Tetrahymena rostrata strain P10K-5","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Moss","Aerobe","37.314697","101.81662","2698.91","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Qilian Mountains","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000113","PRJCA017400","SAMC2820680","Epistylis sp.1 P10K","Free living","Undefined","Singles","Bell-shaped","Colorless","Heterotroph","Fresh water","Aerobe","30.545023","114.38171","NA","Microabsorption method","2020-09","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hubei;Wuhan;East Lake","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000114","PRJCA017400","SAMC2820681","Sessilida sp.2 P10K","Free living","High Altitude","Singles","Bell-shaped","Colorless","Heterotroph","Fresh water","Aerobe","31.509865","91.55297","4525","Microabsorption method","2020-09","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Nagchu;Co Ngoin","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000115","PRJCA017400","SAMC2820682","Campanella umbellaria strain P10K-1","Free living","Undefined","Singles","Bell-shaped","Colorless","Heterotroph","Fresh water","Aerobe","30.545023","114.38171","NA","Microabsorption method","2020-09","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hubei;Wuhan;East Lake","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000116","PRJCA017400","SAMC2820683","Campanella sp.1 P10K","Free living","Undefined","Singles","Bell-shaped","Colorless","Heterotroph","Fresh water","Aerobe","30.547266","114.380615","NA","Microabsorption method","2020-09","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hubei;Wuhan;East Lake","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000117","PRJCA017400","SAMC2820684","Coleps hirtus hirtus strain P10K-1","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","38.59135","98.869576","3680.46","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Tolle River Wetlands","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000118","PRJCA017400","SAMC2820685","Zoothamnium sp.1 P10K","Free living","Undefined","Singles","Bell-shaped","Colorless","Heterotroph","Marine water","Aerobe","22.489279","113.93224","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000119","PRJCA017400","SAMC2820686","Epistylis sp.2 P10K","Free living","Undefined","Singles","Bell-shaped","Colorless","Heterotroph","Mangrove water","Aerobe","22.524702","113.99699","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000120","PRJCA017400","SAMC2820687","Colpoda maupasi strain P10K-5","Free living","Undefined","Singles","Kidney-shaped","Colorless","Heterotroph","Moss","Aerobe","30.507778","115.77944","240.1","Microabsorption method","2020-06","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hubei;Wuhan","p10k@ihb.ac.cn","From P10K (NGDC)"
