Species,SampleID,AssemblyID,TotalSize,ScaffoldCount,N50,Completeness,GeneCount,CDSCompleteness,AnnotLevel,SomeNumber
Levicoleps sp.2 P10K,P10K-MW-000208,GWHDPRA00000000,89.722355,4195,36661,95.4,10992,6.74126637554585,Medium,1
Coleps sp.17 P10K,P10K-MW-000209,GWHDPRB00000000,77.398966,4581,41930,91.3,21893,85.3103731786416,High,1
Colepidae sp.5 P10K,P10K-MW-000210,GWHDPRC00000000,78.609735,4799,39655,91.9,30228,90.3202328966521,High,1
Opercularia sp.1 P10K,P10K-MW-000211,GWHDPRD00000000,65.592349,6849,15828,76.6,26030,96.3388398002305,High,1
Sessilida sp.7 P10K,P10K-MW-000212,GWHDPRE00000000,11.562786,386,180169,15.8,1939,95.3068592057762,Medium,1
Vorticella sp.12 P10K,P10K-MW-000213,GWHDPRF00000000,46.778499,3111,37972,75.4,20739,97.2226240416606,High,1
Zoothamnopsis sp.1 P10K,P10K-MW-000214,GWHDPRG00000000,37.507794,3467,17339,69.5,19897,94.109664773584,High,1
Opisthonecta minima strain P10K-3,P10K-MW-000215,GWHDPRH00000000,30.535041,4844,12631,72.5,14704,89.0846028291621,High,1
Vorticella sp.21 P10K,P10K-MW-000216,GWHDPRI00000000,53.020361,5665,20042,73.6,26173,94.2115920987277,High,1
Vorticella convallaria strain P10K-10,P10K-MW-000217,GWHDPRJ00000000,44.695111,1132,121756,74.9,16183,99.2770190941111,High,1
Vorticella sp.81 P10K,P10K-MW-000218,GWHDPRK00000000,35.070274,2486,23739,62.6,16814,94.9684786487451,Medium,1
Vorticella campanula,P10K-MW-000219,GWHDPRL00000000,37.493137,2523,24274,65.5,19090,98.7689889994762,High,1
Zoothamnopsis sp.2 P10K,P10K-MW-000220,GWHDPRM00000000,57.660807,1553,103617,80.7,21447,98.507949829813,High,1
Sessilida sp.8 P10K,P10K-MW-000221,GWHDPRN00000000,48.842326,8397,10254,72.5,25714,91.0010111223458,High,1
Vorticella campanula,P10K-MW-000222,GWHDPRO00000000,40.113208,3245,23191,59.1,18018,98.2961482961483,Medium,1
Sessilida sp.9 P10K,P10K-MW-000223,GWHDPRP00000000,30.746039,792,94051,65.0,13304,99.1431148526759,High,1
Vorticella sp.13 P10K,P10K-MW-000224,GWHDPRQ00000000,53.307967,3639,29525,66.1,25836,98.2505031738659,High,1
Vorticella sp.3 P10K,P10K-MW-000225,GWHDPRR00000000,21.306663,2050,97348,33.9,10470,97.5644699140401,Medium,1
Cyclidium sp.3 P10K,P10K-MW-000226,GWHDPRS00000000,58.836421,3267,43215,67.2,10327,77.4765178657887,Medium,1
Pseudovorticella sp.9 P10K,P10K-MW-000227,GWHDPRT00000000,5.023681,243,54002,11.7,627,77.0334928229665,Low,1
Oligohymenophorea sp.6 P10K,P10K-MW-000228,GWHDPRU00000000,63.103047,1817,71696,75.4,20315,94.417917794733,High,1
Uronema sp.1 P10K,P10K-MW-000229,GWHDPRV00000000,27.22978,2372,117542,23.4,9142,82.3233428133888,Medium,1
Litonotus sp.3 P10K,P10K-MW-000230,GWHDPRW00000000,22.187352,2138,20589,83.6,4741,85.1086268719679,High,1
Cyclidium sp.4 P10K,P10K-MW-000231,GWHDPRX00000000,65.124391,4766,23454,63.8,11406,74.3731369454673,Medium,1
Litonotus sp.4 P10K,P10K-MW-000232,GWHDPRY00000000,26.456651,4798,9285,81.3,5291,82.6875826875827,High,1
Naxella sp.1 P10K,P10K-MW-000233,GWHDPRZ00000000,64.77444,6928,15811,62.6,15249,82.3988458259558,Medium,1
Cyclidium marinum strain P10K-2,P10K-MW-000234,GWHDPSA00000000,68.613485,3134,43077,69.1,11312,76.7503536067892,Medium,1
Coleps hirtus strain P10K-1,P10K-MW-000235,GWHDPSB00000000,71.031702,22620,4042,63.7,36300,79.6225895316804,Medium,1
Coleps sp.2 P10K,P10K-MW-000236,GWHDPSC00000000,20.900664,314,119976,15.2,5320,98.1578947368421,Medium,1
Cyclidium marinum strain P10K-3,P10K-MW-000237,GWHDPSD00000000,33.558086,4658,15938,32.2,9695,73.3574007220217,Medium,1
Oligohymenophorea sp.7 P10K,P10K-MW-000238,GWHDPSE00000000,67.273006,3776,38808,74.3,23751,91.7561365837228,High,1
Vorticellides sp.4 P10K,P10K-MW-000239,GWHDPSF00000000,31.898833,1547,47906,61.4,8698,95.0103472062543,Medium,1
Coleps hirtus strain P10K-2,P10K-MW-000240,GWHDPSG00000000,8.971721,133,124530,10.5,2772,79.4372294372294,Low,1
Coleps sp.18 P10K,P10K-MW-000241,GWHDPSH00000000,74.133012,4590,38222,86.6,28599,90.5661037099199,High,1
Stentor sp.2 P10K,P10K-MW-000242,GWHDPSI00000000,64.406151,6946,19269,97.1,34767,97.6615756320649,High,1
Obertrumia georgiana strain P10K-6,P10K-MW-000243,GWHDPSJ00000000,40.764247,4595,23348,71.4,2513,1.23358535614803,Low,1
Chilodonella sp.2 P10K,P10K-MW-000244,GWHDPSK00000000,47.958453,3050,29009,62.0,16477,95.4239242580567,Medium,1
Telotrochidium sp.7 P10K,P10K-MW-000245,GWHDPSL00000000,46.610137,1564,51297,54.4,22010,98.246251703771,Medium,1
Telotrochidium sp.8 P10K,P10K-MW-000246,GWHDPSM00000000,40.111483,3110,95201,43.8,16899,97.2542754009113,Medium,1
Vorticellides sp.5 P10K,P10K-MW-000247,GWHDPSN00000000,19.452018,1480,29588,32.8,2578,73.7393328161365,Medium,1
Telotrochidium sp.9 P10K,P10K-MW-000248,GWHDPSO00000000,40.031981,1762,40963,50.2,18906,97.9530307838781,Medium,1
Pseudokeronopsis erythrina strain P10K-1,P10K-MW-000249,GWHDPSP00000000,8.581768,368,147324,14.0,872,0.0,Low,1
Opisthonecta sp.9 P10K,P10K-MW-000250,GWHDPSQ00000000,38.586824,1402,59690,71.9,3064,6.72323759791123,Low,1
Arcella vulgaris strain P10K-1,P10K-MW-000251,GWHDPSR00000000,5.014064,985,22904,5.9,1125,94.2222222222222,Medium,1
Actinophryidae sp.1 P10K,P10K-MW-000252,GWHDPSS00000000,5.358871,3539,1394,1.8,346,27.7456647398844,Low,1
Actinophryidae sp.2 P10K,P10K-MW-000253,GWHDPST00000000,85.731134,13514,11978,71.3,27234,85.8999779687156,Medium,1
Arcella sp.8 P10K,P10K-MW-000254,GWHDPSU00000000,83.369749,12476,22468,70.7,39195,90.6952417400179,High,1
Arcella sp.9 P10K,P10K-MW-000255,GWHDPSV00000000,276.788044,123701,2393,90.1,54798,72.0482499361291,High,1
Amoebidae sp.2 P10K,P10K-MW-000256,GWHDPSW00000000,5.048461,2420,2127,10.0,2118,70.0188857412654,Low,1
Arcellidae sp.4 P10K,P10K-MW-000257,GWHDPSX00000000,273.675631,135644,2076,68.5,89031,81.4255708685739,Medium,1
Arcellinida sp.4 P10K,P10K-MW-000258,GWHDPSY00000000,39.513976,22189,1728,33.3,8200,41.5487804878049,Low,1
Plagiopyxidae sp.1 P10K,P10K-MW-000259,GWHDPSZ00000000,106.651965,47781,2480,75.4,33717,57.9677907287125,Medium,1
Actinophryidae sp.3 P10K,P10K-MW-000260,GWHDPTA00000000,34.353916,16179,2237,26.9,10731,78.4922188053304,Medium,1
Arcella vulgaris strain P10K-2,P10K-MW-000261,GWHDPTB00000000,75.491915,16735,9471,91.2,33367,88.4736416219618,High,1
Centropyxidae sp.1 P10K,P10K-MW-000262,GWHDPTC00000000,5.303793,1316,11245,10.6,447,1.34228187919463,Low,1
Bigyra sp.1 P10K,P10K-MW-000263,GWHDPTD00000000,70.897396,19530,5784,83.7,17662,74.7027516702525,Medium,1
Paracercomonas sp.1 P10K,P10K-MW-000264,GWHDPTE00000000,121.018093,26779,8789,70.1,-1,-1.0,NA,0
Actinophryidae sp.4 P10K,P10K-MW-000265,GWHDPTF00000000,77.62518,22823,5164,55.6,8305,48.1276339554485,Medium,1
Longamoebia sp.3 P10K,P10K-MW-000266,GWHDPTG00000000,92.923193,46498,2130,35.7,9151,24.1831493825811,Low,1
Difflugiidae sp.4 P10K,P10K-MW-000267,GWHDPTH00000000,20.347222,6915,4196,68.5,3835,80.8865710560626,Medium,1
Actinophryidae sp.5 P10K,P10K-MW-000268,GWHDPTI00000000,154.004962,29283,11289,66.6,28546,72.9279058361942,Medium,1
Cafeteriaceae sp.1 P10K,P10K-MW-000269,GWHDPTJ00000000,188.853699,51361,6356,73.6,26253,75.3780520321487,Medium,1
Actinophryidae sp.6 P10K,P10K-MW-000270,GWHDPTK00000000,128.230555,42352,4236,74.2,13881,52.5682587709819,Medium,1
Longamoebia sp.4 P10K,P10K-MW-000271,GWHDPTL00000000,47.99163,18897,2906,90.1,11345,57.7523137946232,Medium,1
Longamoebia sp.5 P10K,P10K-MW-000272,GWHDPTM00000000,23.952438,11283,2269,23.4,8997,71.3904634878293,Low,1
Longamoebia sp.1 P10K,P10K-MW-000273,GWHDPTN00000000,50.793639,18153,3536,87.7,22913,77.2487234321128,High,1
Pseudobodo sp.1 P10K,P10K-MW-000274,GWHDPTO00000000,27.226571,5870,22344,62.0,5317,88.113597893549,Medium,1
Pseudobodo sp.2 P10K,P10K-MW-000275,GWHDPTP00000000,176.045077,61079,4070,87.7,20677,66.4119553126663,Medium,1
Mayorella sp.2 P10K,P10K-MW-000276,GWHDPTQ00000000,62.194672,15703,6766,68.4,12608,63.7135152284264,Medium,1
Staurosira sp.1 P10K,P10K-MW-000277,GWHDPTR00000000,174.667178,84377,2149,70.8,30135,58.7788286046126,Medium,1
Longamoebia sp.6 P10K,P10K-MW-000278,GWHDPTS00000000,55.828537,22241,3000,41.5,9701,52.8502216266364,Low,1
Paramoebidae sp.10 P10K,P10K-MW-000279,GWHDPTT00000000,50.33588,21246,2629,32.7,8672,74.2619926199262,Medium,1
Arcellidae sp.5 P10K,P10K-MW-000280,GWHDPTU00000000,6.003446,2876,2086,11.7,2035,68.992628992629,Low,1
Netzeliidae sp.1 P10K,P10K-MW-000281,GWHDPTV00000000,25.065961,11655,2209,19.9,6869,69.2677245596157,Low,1
Netzeliidae sp.2 P10K,P10K-MW-000282,GWHDPTW00000000,70.237026,32255,2323,39.2,13962,59.4040968342644,Low,1
Arcella sp.4 P10K,P10K-MW-000283,GWHDPTX00000000,97.702554,33906,3733,58.5,16335,57.8512396694215,Medium,1
Arcella sp.1 P10K,P10K-MW-000284,GWHDPTY00000000,4.597372,1700,3717,6.4,1070,66.8224299065421,Low,1
Actinophryidae sp.7 P10K,P10K-MW-000285,GWHDPTZ00000000,114.092373,32759,5476,65.0,34879,79.3772757246481,Medium,1
Longamoebia sp.7 P10K,P10K-MW-000286,GWHDPUA00000000,104.212062,34641,3976,45.6,17820,56.4927048260382,Medium,1
Actinophryidae sp.8 P10K,P10K-MW-000287,GWHDPUB00000000,110.711794,33153,5107,59.7,35233,77.7112366247552,Medium,1
Amoebidae sp.3 P10K,P10K-MW-000288,GWHDPUC00000000,43.552446,10829,7341,46.8,24520,85.0570962479609,Medium,1
Actinophryidae sp.9 P10K,P10K-MW-000289,GWHDPUD00000000,101.589564,29389,5531,58.5,34268,79.7653787790358,Medium,1
Actinophryidae sp.10 P10K,P10K-MW-000290,GWHDPUE00000000,100.268011,29386,5321,90.1,34246,81.6737721193716,High,1
Heterolobosea sp.1 P10K,P10K-MW-000291,GWHDPUF00000000,64.830461,16273,6378,59.6,26909,87.6695529376788,Medium,1
Acanthocystidae sp.1 P10K,P10K-MW-000292,GWHDPUG00000000,73.327687,15430,8444,58.5,35629,80.2829156024587,Medium,1
Paramoebidae sp.2 P10K,P10K-MW-000293,GWHDPUH00000000,66.828668,22502,4034,51.5,4177,16.0162796265262,Low,1
Vannella sp.2 P10K,P10K-MW-000294,GWHDPUI00000000,48.630375,8067,17582,71.9,5247,26.4341528492472,Low,1
Longamoebia sp.8 P10K,P10K-MW-000295,GWHDPUJ00000000,58.009036,19098,4243,40.4,11629,58.9130621721558,Low,1
Paramoebidae sp.3 P10K,P10K-MW-000296,GWHDPUK00000000,136.10399,38233,5502,61.4,15114,54.8299589784306,Medium,1
Ceratium sp.1 P10K,P10K-MW-000297,GWHDPUL00000000,66.202047,41433,1470,0.6,6678,57.3674752920036,Low,1
Thoracosphaeraceae sp.1 P10K,P10K-MW-000298,GWHDPUM00000000,192.364196,103454,1763,4.1,43043,79.504216713519,Low,1
Oedogonium sp.1 P10K,P10K-MW-000299,GWHDPUN00000000,209.526385,122071,1649,5.8,40892,87.8093514623887,Low,1
Longamoebia sp.9 P10K,P10K-MW-000300,GWHDPUO00000000,102.65489,51363,2055,42.7,32171,72.3477666221131,Medium,1
Actinophryidae sp.11 P10K,P10K-MW-000301,GWHDPUP00000000,124.405691,26440,9686,76.7,16295,57.4838907640381,Medium,1
Cryptomonadaceae sp.1 P10K,P10K-MW-000302,GWHDPUQ00000000,67.689217,25947,3080,28.1,8794,63.0429838526268,Low,1
Leptomyxa sp.1 P10K,P10K-MW-000303,GWHDPUR00000000,61.229914,15607,7354,72.5,34179,93.580853740601,High,1
Leptomyxida sp.1 P10K,P10K-MW-000304,GWHDPUS00000000,25.458216,6306,8860,7.0,12036,96.6018610834164,Medium,1
Leptomyxa variabilis strain P10K-1,P10K-MW-000305,GWHDPUT00000000,56.302984,13125,9181,59.7,31684,92.3305138240121,Medium,1
Leptomyxidae sp.1 P10K,P10K-MW-000306,GWHDPUU00000000,59.981534,11066,9468,70.2,14601,81.0697897404287,Medium,1
Entosiphon oblongus strain P10K-1,P10K-MW-000307,GWHDPUV00000000,64.480923,13335,10994,72.6,28968,81.1412593206297,Medium,1
Paramoebidae sp.4 P10K,P10K-MW-000308,GWHDPUW00000000,13.411323,5123,3167,26.9,1099,0.454959053685168,Low,1
Mayorella sp.3 P10K,P10K-MW-000309,GWHDPUX00000000,56.939577,17536,4561,57.9,12544,56.8718112244898,Medium,1
Arcella vulgaris strain P10K-3,P10K-MW-000310,GWHDPUY00000000,89.16183,26409,5113,57.9,18374,71.3181669750735,Medium,1
Peranema sp.1 P10K,P10K-MW-000311,GWHDPUZ00000000,64.529037,23850,3450,21.7,797,15.5583437892095,Low,1
Raphidocystis sp.1 P10K,P10K-MW-000312,GWHDPVA00000000,67.927046,27101,2988,40.3,8382,4.02052016225245,Low,1
Arcella sp.10 P10K,P10K-MW-000313,GWHDPVB00000000,20.341111,4874,9483,11.1,4890,76.8507157464213,Low,1
Arcellinida sp.3 P10K,P10K-MW-000314,GWHDPVC00000000,99.729618,29998,5011,66.6,14633,80.9950112758833,Medium,1
Centropyxidae sp.2 P10K,P10K-MW-000315,GWHDPVD00000000,56.736264,20728,3550,49.1,10617,68.8989356692098,Medium,1
Actinophryidae sp.12 P10K,P10K-MW-000316,GWHDPVE00000000,307.772594,79011,6234,74.9,26484,62.8719226702915,Medium,1
Mayorella sp.1 P10K,P10K-MW-000317,GWHDPVF00000000,73.690456,25588,3779,48.0,25381,75.9505141641385,Medium,1
Acanthocystis sp.1 P10K,P10K-MW-000318,GWHDPVG00000000,14.535122,3439,7088,15.2,3430,79.1836734693878,Low,1
Acanthocystidae sp.6 P10K,P10K-MW-000319,GWHDPVH00000000,107.499471,23660,7131,47.4,10636,42.4313651748778,Low,1
Raphidiophrys sp.1 P10K,P10K-MW-000320,GWHDPVI00000000,94.906783,25930,5690,56.7,17117,58.8479289595139,Medium,1
Heterolobosea sp.4 P10K,P10K-MW-000321,GWHDPVJ00000000,58.727399,15467,6080,69.0,8571,81.3207327033018,Medium,1
Raphidiophrys sp.2 P10K,P10K-MW-000322,GWHDPVK00000000,101.643734,24019,7533,86.5,37280,84.3106223175966,High,1
Longamoebia sp.10 P10K,P10K-MW-000323,GWHDPVL00000000,41.572297,11873,5210,88.8,4506,34.9977807367954,Medium,1
Raphidiophrys sp.3 P10K,P10K-MW-000324,GWHDPVM00000000,107.584202,29534,5751,79.5,42102,77.4903805044891,Medium,1
Bicosoecida sp.1 P10K,P10K-MW-000325,GWHDPVN00000000,81.652548,20959,6602,70.8,12695,63.0405671524222,Medium,1
Vannellidae sp.5 P10K,P10K-MW-000326,GWHDPVO00000000,34.769271,3572,31550,83.6,21394,98.0648780031785,High,1
Pinjata sp.1 P10K,P10K-MW-000327,GWHDPVP00000000,11.532258,3824,4032,6.5,4373,78.7788703407272,Low,1
Longamoebia sp.2 P10K,P10K-MW-000328,GWHDPVQ00000000,27.461177,6274,8853,6.4,13773,95.0119799607929,Medium,1
Cryptomonas paramecium strain P10K-1,P10K-MW-000329,GWHDPVR00000000,55.452228,20412,3294,13.4,13786,73.2917452488031,Low,1
Peranemataceae sp.1 P10K,P10K-MW-000330,GWHDPVS00000000,12.930281,4559,3880,17.5,6229,82.4209343393803,Low,1
Euglenales sp.1 P10K,P10K-MW-000331,GWHDPVT00000000,1572.178032,578190,3432,6.4,28797,53.116644094871,Low,1
Mayorella sp.4 P10K,P10K-MW-000332,GWHDPVU00000000,241.981799,95570,2920,63.2,43549,53.9116856873866,Medium,1
Carchesium sp.3 P10K,P10K-MW-000333,GWHDPVV00000000,30.475518,1297,50613,35.1,13937,97.1945181889933,Medium,1
Vorticella convallaria strain P10K-11,P10K-MW-000334,GWHDPVW00000000,38.956926,2108,31303,76.0,19799,97.4796706904389,High,1
Vaginicola sp.6 P10K,P10K-MW-000335,GWHDPVX00000000,36.89035,2491,119335,22.8,4146,68.7650747708635,Low,1
Carchesium polypinum,P10K-MW-000336,GWHDPVY00000000,36.817814,3374,21114,80.7,14767,93.3229498205458,High,1
Opisthonecta sp.3 P10K,P10K-MW-000337,GWHDPVZ00000000,41.838592,1528,52566,80.7,18994,97.9993682215436,High,1
Sessilida sp.10 P10K,P10K-MW-000338,GWHDPWA00000000,35.915304,1538,46763,55.5,13780,98.1132075471698,Medium,1
Vorticella sp.82 P10K,P10K-MW-000339,GWHDPWB00000000,18.441445,3120,9657,40.9,10473,92.1512460613005,Medium,1
Carchesium sp.4 P10K,P10K-MW-000340,GWHDPWC00000000,32.121034,1399,50988,38.0,14940,97.3293172690763,Medium,1
Vorticella sp.83 P10K,P10K-MW-000341,GWHDPWD00000000,41.53804,2136,30786,77.8,19176,97.6533166458073,High,1
Vaginicola sp.14 P10K,P10K-MW-000342,GWHDPWE00000000,79.843178,17385,6561,40.3,25736,90.7872241218527,Medium,1
Vorticella sp.84 P10K,P10K-MW-000343,GWHDPWF00000000,49.063279,5542,18542,78.4,25106,92.9180275631323,High,1
Telotrochidium sp.10 P10K,P10K-MW-000344,GWHDPWG00000000,36.66222,4039,16829,70.2,11914,93.9231156622461,High,1
Sessilida sp.11 P10K,P10K-MW-000345,GWHDPWH00000000,39.913761,1903,47050,71.9,2872,6.4066852367688,Low,1
Sessilida sp.12 P10K,P10K-MW-000346,GWHDPWI00000000,43.180897,8661,6962,43.3,3530,5.58073654390935,Low,1
Sessilida sp.13 P10K,P10K-MW-000347,GWHDPWJ00000000,36.617747,5115,12996,57.3,11952,93.75,Medium,1
Vorticella sp.85 P10K,P10K-MW-000348,GWHDPWK00000000,38.045944,2153,30032,74.8,18863,97.5984732015056,High,1
Sessilida sp.14 P10K,P10K-MW-000349,GWHDPWL00000000,35.439235,4357,16206,63.2,15523,91.6446563164337,Medium,1
Vorticellides sp.1 P10K,P10K-MW-000350,GWHDPWM00000000,34.166956,3662,20355,64.3,14752,94.0550433839479,Medium,1
Telotrochidium sp.11 P10K,P10K-MW-000351,GWHDPWN00000000,32.996871,3990,17670,64.3,14211,92.3721061149813,Medium,1
Vaginicolidae sp.2 P10K,P10K-MW-000352,GWHDPWO00000000,49.043571,3529,27255,52.0,23076,95.7228289131565,Medium,1
Vorticellides sp.6 P10K,P10K-MW-000353,GWHDPWP00000000,27.848897,3933,12175,45.7,12754,87.0550415555904,Medium,1
Vorticella sp.86 P10K,P10K-MW-000354,GWHDPWQ00000000,43.856438,6962,11725,76.6,23183,91.7957123754475,High,1
Vorticella sp.87 P10K,P10K-MW-000355,GWHDPWR00000000,16.832728,2425,42929,26.9,8812,94.2351339083068,Medium,1
Pseudovorticella annulata strain P10K-1,P10K-MW-000356,GWHDPWS00000000,56.067517,7274,11995,76.0,26664,91.8129312931293,High,1
Vorticella sp.88 P10K,P10K-MW-000357,GWHDPWT00000000,38.272607,2046,29243,70.1,18987,97.0242797703692,High,1
Vorticella sp.89 P10K,P10K-MW-000358,GWHDPWU00000000,41.859429,9469,6680,67.3,23263,87.8949404633968,Medium,1
Vorticella sp.90 P10K,P10K-MW-000359,GWHDPWV00000000,50.338405,7797,11555,72.5,24849,89.52875367218,High,1
Sessilida sp.15 P10K,P10K-MW-000360,GWHDPWW00000000,15.510428,2560,9017,46.2,8183,89.7103751680313,Medium,1
Sessilida sp.16 P10K,P10K-MW-000361,GWHDPWX00000000,35.409152,2465,27335,81.3,15082,95.1597931308845,High,1
Vaginicola sp.15 P10K,P10K-MW-000362,GWHDPWY00000000,33.236966,2999,33759,55.5,15609,97.8473957332308,Medium,1
Vorticellides sp.7 P10K,P10K-MW-000363,GWHDPWZ00000000,34.568544,3331,19228,45.1,15163,90.6285035942755,Medium,1
Vorticellides sp.8 P10K,P10K-MW-000364,GWHDPXA00000000,28.132787,3586,13186,43.9,13179,88.0188178162228,Medium,1
Vorticellides sp.9 P10K,P10K-MW-000365,GWHDPXB00000000,26.708652,3479,13334,45.1,12358,88.1210551869234,Medium,1
Pseudovorticella sp.7 P10K,P10K-MW-000366,GWHDPXC00000000,40.142713,7717,8494,69.5,18946,88.9844822126042,Medium,1
Vorticella sp.97 P10K,P10K-MW-000367,GWHDPXD00000000,48.502607,5437,20788,73.7,24652,94.215479474282,High,1
Vorticella sp.91 P10K,P10K-MW-000368,GWHDPXE00000000,46.107698,2419,32898,79.0,19115,96.9866596913419,High,1
Vorticella sp.92 P10K,P10K-MW-000369,GWHDPXF00000000,47.16829,4314,25847,76.0,18408,93.72555410691,High,1
Vaginicola sp.7 P10K,P10K-MW-000370,GWHDPXG00000000,39.118984,5851,11951,51.5,20113,90.6528116143788,Medium,1
Gyrodinium sp.2 P10K,P10K-MW-000371,GWHDPXH00000000,321.297087,150379,2269,12.2,29421,56.8097617348153,Low,1
Cryptomonas sp.1 P10K,P10K-MW-000372,GWHDPXI00000000,51.281433,18740,3243,24.6,8625,70.6666666666667,Low,1
Filos sp.1 P10K,P10K-MW-000373,GWHDPXJ00000000,18.686647,3997,13578,28.1,7028,85.6573705179283,Medium,1
Arcella sp.11 P10K,P10K-MW-000374,GWHDPXK00000000,65.413153,20611,4561,76.0,18527,77.9241107572732,Medium,1
Cryptomonas paramecium strain P10K-2,P10K-MW-000375,GWHDPXL00000000,92.294702,34644,3159,26.3,23037,71.2983461388202,Low,1
Arcella vulgaris strain P10K-4,P10K-MW-000376,GWHDPXM00000000,197.353002,53115,6084,68.4,43184,77.5171359762875,Medium,1
Acanthocystis sp.2 P10K,P10K-MW-000377,GWHDPXN00000000,126.690803,41513,4287,45.1,82519,80.3075655303627,Medium,1
Amoebidae sp.4 P10K,P10K-MW-000378,GWHDPXO00000000,116.124875,54711,2168,32.7,24184,61.2264306979821,Low,1
Acanthocystidae sp.3 P10K,P10K-MW-000379,GWHDPXP00000000,82.401423,21477,6168,54.4,43192,77.7829227634747,Medium,1
Longamoebia sp.11 P10K,P10K-MW-000380,GWHDPXQ00000000,115.320272,41977,3500,56.1,36195,64.3320900676889,Medium,1
Polytomella piriformis strain P10K-1,P10K-MW-000381,GWHDPXR00000000,37.282548,5872,12842,50.3,7516,68.2277807344332,Medium,1
Acanthocystidae sp.5 P10K,P10K-MW-000382,GWHDPXS00000000,49.740616,5940,15285,71.9,4853,1.54543581289924,Low,1
Paramoebidae sp.5 P10K,P10K-MW-000383,GWHDPXT00000000,58.347213,19169,4024,63.2,4363,0.25212010084804,Low,1
Cryptomonas sp.2 P10K,P10K-MW-000384,GWHDPXU00000000,40.927193,14010,3634,23.4,7007,68.3031254459826,Low,1
Actinophryidae sp.13 P10K,P10K-MW-000385,GWHDPXV00000000,137.800691,25357,11367,74.9,22704,79.1798801973221,Medium,1
Raphidiophrys ambigua strain P10K-1,P10K-MW-000386,GWHDPXW00000000,105.334041,29358,5520,61.4,42779,76.3832721662498,Medium,1
Saccamoeba sp. POHL,P10K-MW-000387,GWHDPXX00000000,56.939802,9788,17264,62.0,15635,84.2340901822833,Medium,1
Chlamydomonadaceae sp.1 P10K,P10K-MW-000388,GWHDPXY00000000,24.101488,6528,7041,6.4,5255,75.9657469077069,Low,1
Astrephomene gubernaculifera strain P10K-1,P10K-MW-000389,GWHDPXZ00000000,77.820388,13504,12983,52.0,32774,81.3754805638616,Medium,1
Polychaos annulatum strain P10K-1,P10K-MW-000390,GWHDPYA00000000,251.509799,99242,2957,81.8,10262,19.4309101539661,Medium,1
Peranemidae sp.1 P10K,P10K-MW-000391,GWHDPYB00000000,481.019964,222668,2348,11.2,3253,0.0922225637872733,Low,1
Actinophryidae sp.14 P10K,P10K-MW-000392,GWHDPYC00000000,121.217026,45840,3392,69.0,17138,51.0036176916793,Medium,1
Cryptomonas paramecium strain P10K-3,P10K-MW-000393,GWHDPYD00000000,56.812252,22266,2989,25.1,9901,66.9427330572669,Low,1
Vannellidae sp.1 P10K,P10K-MW-000394,GWHDPYE00000000,31.528557,5731,18852,62.0,2981,5.36732640053673,Low,1
Heterolobosea sp.2 P10K,P10K-MW-000395,GWHDPYF00000000,69.798384,20473,5152,42.3,33328,90.377460393663,Medium,1
Vannellidae sp.2 P10K,P10K-MW-000396,GWHDPYG00000000,7.033125,3085,2440,9.3,623,3.04975922953451,Low,1
Amoebidae sp.5 P10K,P10K-MW-000397,GWHDPYH00000000,22.58533,9548,2576,17.6,9227,87.0055272569633,Medium,1
Leptomyxa sp.2 P10K,P10K-MW-000398,GWHDPYI00000000,88.946,22307,6370,72.5,19793,77.9214873945334,Medium,1
Paramoebidae sp.11 P10K,P10K-MW-000399,GWHDPYJ00000000,66.699502,21674,4192,87.7,11109,74.5611666216581,High,1
Telotrochidium sp.12 P10K,P10K-MW-000400,GWHDPYK00000000,11.169671,308,75947,13.4,4311,98.7705868707956,Medium,1
Vorticella sp.4 P10K,P10K-MW-000401,GWHDPYL00000000,39.360944,3873,20660,73.1,17067,94.5919025019043,High,1
Nannochloropsis sp.1 P10K,P10K-MW-000402,GWHDPYM00000000,31.295519,12876,2770,17.6,6891,92.6861123204179,Medium,1
Arcellinida sp.1 P10K,P10K-MW-000403,GWHDPYN00000000,31.173252,45563,812,63.7,45112,49.8869480404327,Medium,1
Arcellidae sp.6 P10K,P10K-MW-000404,GWHDPYO00000000,38.365916,60886,759,62.6,60590,48.8248885954778,Medium,1
